"Reaction Abbreviation","Reaction Name","Reaction","Gene-reaction association","locusTags","Subsystem","Reversible","LB","UB","Objective"
"DDGLCNt2rpp","2 dehydro 3 deoxy D gluconate transport via proton symport reversible periplasm "," 2ddglcn[p] + h[p] <==>  2ddglcn[c] + h[c]","ECW_m4218","ECW_m4218","Transport Inner Membrane",1,-1000,1000,0
"DDGLCNtex","2 dehydro 3 deoxy D gluconate transport via diffusion extracellular to periplasm "," 2ddglcn[e] <==>  2ddglcn[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DDGLK","2 dehydro 3 deoxygluconokinase","[c] : 2ddglcn + atp -->  2ddg6p + adp + h","ECW_m3789","ECW_m3789","Alternate Carbon Metabolism",0,0,1000,0
"DDPA","3 deoxy D arabino heptulosonate 7 phosphate synthetase","[c] : e4p + h2o + pep -->  2dda7p + pi","( ECW_m2829  or  ECW_m0809  or  ECW_m1873 )","ECW_m0809 ECW_m1873 ECW_m2829","Tyrosine Tryptophan and Phenylalanine Metabolism",0,0,1000,0
"DDPGALA","2 dehydro 3 deoxy 6 phosphogalactonate aldolase","[c] : 2dh3dgal6p <==>  g3p + pyr","ECW_m3992","ECW_m3992","Alternate Carbon Metabolism",1,-1000,1000,0
"DGK1","deoxyguanylate kinase dGMPATP ","[c] : atp + dgmp <==>  adp + dgdp","ECW_m3924","ECW_m3924","Nucleotide Salvage Pathway",1,-1000,1000,0
"DGMPtex","dGMP transport via diffusion extracellular to periplasm "," dgmp[e] <==>  dgmp[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DGSNt2pp","deoxyguanosine transport in via proton symport periplasm "," dgsn[p] + h[p] -->  dgsn[c] + h[c]","ECW_m3222","ECW_m3222","Transport Inner Membrane",0,0,1000,0
"DGSNtex","deoxyguanosine transport via diffusion extracellular to periplasm "," dgsn[e] <==>  dgsn[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DHAD1","dihydroxy acid dehydratase 2 3 dihydroxy 3 methylbutanoate ","[c] : 23dhmb -->  3mob + h2o","ECW_m4070","ECW_m4070","Valine Leucine and Isoleucine Metabolism",0,0,1000,0
"DHAD2","Dihydroxy acid dehydratase 2 3 dihydroxy 3 methylpentanoate ","[c] : 23dhmp -->  3mop + h2o","ECW_m4070","ECW_m4070","Valine Leucine and Isoleucine Metabolism",0,0,1000,0
"DHAPT","Dihydroxyacetone phosphotransferase","[c] : dha + pep -->  dhap + pyr","( ECW_m1286  and  ECW_m1285  and  ECW_m1284  and  ECW_m2644  and  ECW_m2645 )","ECW_m1284 ECW_m1285 ECW_m1286 ECW_m2644 ECW_m2645","Alternate Carbon Metabolism",0,0,1000,0
"DHAtex","Dihydroxyacetone transport via diffusion extracellular to periplasm "," dha[e] <==>  dha[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DHAtpp","Dihydroxyacetone transport via facilitated diffusion periplasm "," dha[p] <==>  dha[c]",,,"Transport Inner Membrane",1,-1000,1000,0
"DHBD","2 3 dihydro 2 3 dihydroxybenzoate dehydrogenase","[c] : 23ddhb + nad <==>  23dhb + h + nadh","ECW_m0651","ECW_m0651","Cofactor and Prosthetic Group Biosynthesis",1,-1000,1000,0
"DHBS","2 3 dihydroxybenzoate adenylate synthase","[c] : 23dhb + atp + h -->  23dhba + ppi","ECW_m0649","ECW_m0649","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DHBSH","2 3 dihydroxybenzoylserine hydrolase","[c] : 23dhbzs + h2o -->  23dhb + ser-L",,,"Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DHCIND","2 3 dihydroxycinnamate dehydrogenase","[c] : cenchddd + nad -->  dhcinnm + h + nadh","ECW_m2767","ECW_m2767","Alternate Carbon Metabolism",0,0,1000,0
"DHCINDO","2 3 dihydroxycinnamate 1 2 dioxygenase","[c] : dhcinnm + o2 -->  h + hkntd","ECW_m0426","ECW_m0426","Alternate Carbon Metabolism",0,0,1000,0
"DHDPRy","dihydrodipicolinate reductase NADPH ","[c] : 23dhdp + h + nadph -->  nadp + thdp","ECW_m0030","ECW_m0030","Threonine and Lysine Metabolism",0,0,1000,0
"DHDPS","dihydrodipicolinate synthase","[c] : aspsa + pyr -->  23dhdp + (2) h2o + h","ECW_m2701","ECW_m2701","Threonine and Lysine Metabolism",0,0,1000,0
"DHFR","dihydrofolate reductase","[c] : dhf + h + nadph <==>  nadp + thf","( ECW_m1771  or  ECW_m0048 )","ECW_m0048 ECW_m1771","Cofactor and Prosthetic Group Biosynthesis",1,-1000,1000,0
"DHFS","dihydrofolate synthase","[c] : atp + dhpt + glu-L -->  adp + dhf + h + pi","ECW_m2504","ECW_m2504","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DHNAOT4","1 4 dihydroxy 2 naphthoate octaprenyltransferase","[c] : dhna + h + octdp -->  2dmmql8 + co2 + ppi","ECW_m4282","ECW_m4282","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DHNPA2","dihydroneopterin aldolase","[c] : dhnpt -->  6hmhpt + gcald","ECW_m3325","ECW_m3325","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DHORD2","dihydoorotic acid dehydrogenase quinone8 ","[c] : dhor-S + q8 -->  orot + q8h2","ECW_m1055","ECW_m1055","Purine and Pyrimidine Biosynthesis",0,0,1000,0
"DHORD5","dihydroorotic acid menaquinone 8 ","[c] : dhor-S + mqn8 -->  mql8 + orot","ECW_m1055","ECW_m1055","Purine and Pyrimidine Biosynthesis",0,0,1000,0
"DHORTS","dihydroorotase","[c] : dhor-S + h2o <==>  cbasp + h","ECW_m1169","ECW_m1169","Purine and Pyrimidine Biosynthesis",1,-1000,1000,0
"DHPPD","2 3 dihydroxyphenylpropionate dehydrogenase","[c] : cechddd + nad -->  dhpppn + h + nadh","ECW_m2767","ECW_m2767","Alternate Carbon Metabolism",0,0,1000,0
"DHPPDA2","diaminohydroxyphosphoribosylaminopryrimidine deaminase 25drapp ","[c] : 25drapp + h2o + h -->  5apru + nh4","ECW_m0483","ECW_m0483","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DHPS2","dihydropteroate synthase","[c] : 4abz + 6hmhptpp -->  dhpt + ppi","ECW_m3449","ECW_m3449","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DHPTDCs","4 5 dihydroxy 2 3 pentanedione cyclization spontaneous ","[c] : dhptd -->  h2o + hmfurn","s0001","s0001","Methionine Metabolism",0,0,1000,0
"DHPTPE","dihydroneopterin triphosphate 2 epimerase","[c] : ahdt <==>  dhmptp","ECW_m2492","ECW_m2492","Cofactor and Prosthetic Group Biosynthesis",1,-1000,1000,0
"DHQS","3 dehydroquinate synthase","[c] : 2dda7p -->  3dhq + pi","ECW_m3644","ECW_m3644","Tyrosine Tryptophan and Phenylalanine Metabolism",0,0,1000,0
"DHQTi","3 dehydroquinate dehydratase irreversible","[c] : 3dhq -->  3dhsk + h2o","ECW_m1862","ECW_m1862","Tyrosine Tryptophan and Phenylalanine Metabolism",0,0,1000,0
"DIMPtex","dIMP transport via diffusion extracellular to periplasm "," dimp[e] <==>  dimp[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DINSt2pp","deoxyinosine transport in via proton symport periplasm "," din[p] + h[p] -->  din[c] + h[c]","ECW_m3222","ECW_m3222","Transport Inner Membrane",0,0,1000,0
"DINStex","deoxyinosine transport via diffusion extracellular to periplasm "," din[e] <==>  din[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DKGLCNR1","2 5 diketo D gluconate reductase","[c] : 25dkglcn + h + nadph -->  2dhguln + nadp","( ECW_m3283  or  ECW_m0204 )","ECW_m0204 ECW_m3283","Alternate Carbon Metabolism",0,0,1000,0
"DKGLCNR2x","2 5 diketo D gluconate reductase NADH ","[c] : 25dkglcn + h + nadh -->  5dglcn + nad","ECW_m3825","ECW_m3825","Alternate Carbon Metabolism",0,0,1000,0
"DKGLCNR2y","2 5 diketo D gluconate reductase NADPH ","[c] : 25dkglcn + h + nadph -->  5dglcn + nadp","ECW_m3825","ECW_m3825","Alternate Carbon Metabolism",0,0,1000,0
"DKMPPD","2 3 diketo 5 methylthio 1 phosphopentane degradation reaction","[c] : dkmpp + h2o + o2 -->  2kmb + for + (2) h + pi",,,"Arginine and Proline Metabolism",0,0,1000,0
"DKMPPD3","2 3 diketo 5 methylthio 1 phosphopentane degradation reaction","[c] : dkmpp + (3) h2o + (2) nad -->  2kmb + for + (4) h + (2) nadh + pi",,,"Arginine and Proline Metabolism",0,0,1000,0
"DMATT","dimethylallyltranstransferase","[c] : dmpp + ipdp -->  grdp + ppi","ECW_m0490","ECW_m0490","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DMPPS","1 hydroxy 2 methyl 2 E butenyl 4 diphosphate reductase dmpp ","[c] : h2mb4p + h + nadh -->  dmpp + h2o + nad","ECW_m0028","ECW_m0028","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DMQMT","3 Dimethylubiquinonol 3 methyltransferase","[c] : 2omhmbl + amet -->  ahcys + h + q8h2","ECW_m2427","ECW_m2427","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DMSOR1","Dimethyl sulfoxide reductase Menaquinol 8 ","[c] : dmso + mql8 -->  dms + h2o + mqn8","( ( ECW_m1752  and  ECW_m1753  and  ECW_m1754  and  ECW_m1755 )  or  ( ECW_m1004  and  ECW_m1005  and  ECW_m1006 ) )","ECW_m1004 ECW_m1005 ECW_m1006 ECW_m1752 ECW_m1753 ECW_m1754 ECW_m1755","Oxidative Phosphorylation",0,0,1000,0
"DMSOR1pp","Dimethyl sulfoxide reductase Menaquinol 8  periplasm "," dmso[p] + mql8[c] -->  dms[p] + h2o[p] + mqn8[c]","( ECW_m2048  and  ECW_m2049 )","ECW_m2048 ECW_m2049","Oxidative Phosphorylation",0,0,1000,0
"DMSOR2","Dimethyl sulfoxide reductase Demethylmenaquinol 8 ","[c] : 2dmmql8 + dmso -->  2dmmq8 + dms + h2o","( ECW_m1004  and  ECW_m1005  and  ECW_m1006 )","ECW_m1004 ECW_m1005 ECW_m1006","Oxidative Phosphorylation",0,0,1000,0
"DMSOR2pp","Dimethyl sulfoxide reductase Demethylmenaquinol 8  periplasm "," 2dmmql8[c] + dmso[p] -->  2dmmq8[c] + dms[p] + h2o[p]","( ECW_m2048  and  ECW_m2049 )","ECW_m2048 ECW_m2049","Oxidative Phosphorylation",0,0,1000,0
"DMSOtex","Dimethyl sulfoxide transport via diffusion extracellular to periplasm "," dmso[e] <==>  dmso[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DMStex","Dimethyl sulfide transport via diffusion extracellular to periplasm "," dms[e] <==>  dms[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DM_4HBA","Sink needed to allow 4 hydroxy benzoate to leave system","4hba[c]  --> ",,,"Exchange",0,0,1000,0
"DM_5DRIB","Sink needed to allow 5 deoxyribose to leave system","5drib[c]  --> ",,,"Exchange",0,0,1000,0
"DM_AACALD","Sink needed to allow aminoacetaldehyde to leave system","aacald[c]  --> ",,,"Exchange",0,0,1000,0
"DM_HMFURN","Sink needed to allow 4 hydroxy 5 methyl 3 2H furanone to leave system","hmfurn[c]  --> ",,,"Exchange",0,0,1000,0
"DM_OXAM","Sink needed to allow oxamate to leave system","oxam[c]  --> ",,,"Exchange",0,0,1000,0
"DNMPPA","Dihydroneopterin monophosphate dephosphorylase","[c] : dhpmp + h2o -->  dhnpt + pi",,,"Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DNTPPA","Dihydroneopterin triphosphate pyrophosphatase","[c] : ahdt + h2o -->  dhpmp + h + ppi","( ECW_m2041  or  ECW_m0098 )","ECW_m0098 ECW_m2041","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DOGULNR","2 3 dioxo L gulonate reductase","[c] : 23doguln + h + nadh -->  3dhguln + nad","ECW_m3849","ECW_m3849","Alternate Carbon Metabolism",0,0,1000,0
"DOPAtex","dopamine transport via diffusion extracellular to periplasm "," dopa[e] <==>  dopa[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DPCOAK","dephospho CoA kinase","[c] : atp + dpcoa -->  adp + coa + h","ECW_m0101","ECW_m0101","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DPR","2 dehydropantoate 2 reductase","[c] : 2dhp + h + nadph -->  nadp + pant-R","( ECW_m0494  or  ECW_m4073 )","ECW_m0494 ECW_m4073","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DRPA","deoxyribose phosphate aldolase","[c] : 2dr5p -->  acald + g3p","ECW_m4743","ECW_m4743","Alternate Carbon Metabolism",0,0,1000,0
"DSBAO1","DsbA protein reoxidation reaction aerobic "," dsbard[p] + q8[c] -->  dsbaox[p] + q8h2[c]","( ECW_m4160  and  ECW_m1270 )","ECW_m1270 ECW_m4160","Unassigned",0,0,1000,0
"DSBAO2","DsbA protein reoxidation reaction anaerobic "," dsbard[p] + mqn8[c] -->  dsbaox[p] + mql8[c]","( ECW_m4160  and  ECW_m1270 )","ECW_m1270 ECW_m4160","Unassigned",0,0,1000,0
"DSBCGT","DsbCglutathione thiotransferase","[p] : dsbcox + (2) gthrd -->  dsbcrd + gthox","ECW_m3146","ECW_m3146","Unassigned",0,0,1000,0
"DSBDR","DsbD reductase","[c] : dsbdox + trdrd -->  dsbdrd + trdox","( ( ECW_m4497  and  ECW_m4079 )  or  ( ECW_m4497  and  ECW_m2811 ) )","ECW_m2811 ECW_m4079 ECW_m4497","Unassigned",0,0,1000,0
"DSBGGT","DsbGglutathione thiotransferase","[p] : dsbgox + (2) gthrd -->  dsbgrd + gthox","ECW_m0660","ECW_m0660","Unassigned",0,0,1000,0
"DSERDHr","D serine dehydrogenase","[c] : nadp + ser-D <==>  2amsa + h + nadph","ECW_m1675","ECW_m1675","Glycine and Serine Metabolism",1,-1000,1000,0
"DSERt2pp","D serine transport in via proton symport periplasm "," h[p] + ser-D[p] -->  h[c] + ser-D[c]","ECW_m4572","ECW_m4572","Transport Inner Membrane",0,0,1000,0
"DTMPK","dTMP kinase","[c] : atp + dtmp <==>  adp + dtdp","ECW_m1206","ECW_m1206","Nucleotide Salvage Pathway",1,-1000,1000,0
"DTMPtex","dTMP transport via diffusion extracellular to periplasm "," dtmp[e] <==>  dtmp[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DUMPtex","dUMP transport via diffusion extracellular to periplasm "," dump[e] <==>  dump[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"DURIK1","deoxyuridine kinase ATPDeoxyuridine ","[c] : atp + duri -->  adp + dump + h","ECW_m1330","ECW_m1330","Nucleotide Salvage Pathway",0,0,1000,0
"DURIPP","deoxyuridine phosphorylase","[c] : duri + pi <==>  2dr1p + ura","( ECW_m4744  or  ECW_m4746 )","ECW_m4744 ECW_m4746","Nucleotide Salvage Pathway",1,-1000,1000,0
"DURIt2pp","deoxyuridine transport in via proton symport periplasm "," duri[p] + h[p] -->  duri[c] + h[c]","( ECW_m2625  or  ECW_m3222 )","ECW_m2625 ECW_m3222","Transport Inner Membrane",0,0,1000,0
"DURItex","deoxyuridine transport via diffusion extracellular to periplasm "," duri[e] <==>  duri[p]","ECW_m0480","ECW_m0480","Transport Outer Membrane",1,-1000,1000,0
"DUTPDP","dUTP diphosphatase","[c] : dutp + h2o -->  dump + h + ppi","( ECW_m2442  or  ECW_m3916 )","ECW_m2442 ECW_m3916","Nucleotide Salvage Pathway",0,0,1000,0
"DXPRIi","1 deoxy D xylulose reductoisomerase","[c] : dxyl5p + h + nadph -->  2me4p + nadp","ECW_m0169","ECW_m0169","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DXPS","1 deoxy D xylulose 5 phosphate synthase","[c] : g3p + h + pyr -->  co2 + dxyl5p","ECW_m0489","ECW_m0489","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"DXYLK","1 Deoxy D xylulose kinase","[c] : atp + dxyl -->  adp + dxyl5p + h","ECW_m3838","ECW_m3838","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"D_LACt2pp","D lactate transport via proton symport periplasm "," h[p] + lac-D[p] <==>  h[c] + lac-D[c]","( ECW_m3882  or  ECW_m3240 )","ECW_m3240 ECW_m3882","Transport Inner Membrane",1,-1000,1000,0
"D_LACtex","D lactate transport via diffusion extracellular to periplasm "," lac-D[e] <==>  lac-D[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"E4PD","Erythrose 4 phosphate dehydrogenase","[c] : e4p + h2o + nad <==>  4per + (2) h + nadh","ECW_m3182","ECW_m3182","Cofactor and Prosthetic Group Biosynthesis",1,-1000,1000,0
"EAR100x","enoyl acyl carrier protein reductase NADH  n C100 ","[c] : h + nadh + tdec2eACP -->  dcaACP + nad","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR100y","enoyl acyl carrier protein reductase NADPH  n C100 ","[c] : h + nadph + tdec2eACP -->  dcaACP + nadp","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR120x","enoyl acyl carrier protein reductase NADH  n C120 ","[c] : h + nadh + tddec2eACP -->  ddcaACP + nad","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR120y","enoyl acyl carrier protein reductase NADPH  n C120 ","[c] : h + nadph + tddec2eACP -->  ddcaACP + nadp","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR121x","enoyl acyl carrier protein reductase NADH  n C121 ","[c] : h + nadh + t3c5ddeceACP -->  cddec5eACP + nad","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR121y","enoyl acyl carrier protein reductase NADPH  n C121 ","[c] : h + nadph + t3c5ddeceACP -->  cddec5eACP + nadp","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR140x","enoyl acyl carrier protein reductase NADH  n C140 ","[c] : h + nadh + tmrs2eACP -->  myrsACP + nad","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR140y","enoyl acyl carrier protein reductase NADPH  n C140 ","[c] : h + nadph + tmrs2eACP -->  myrsACP + nadp","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR141x","enoyl acyl carrier protein reductase NADH  n C141 ","[c] : h + nadh + t3c7mrseACP -->  nad + tdeACP","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR141y","enoyl acyl carrier protein reductase NADPH  n C141 ","[c] : h + nadph + t3c7mrseACP -->  nadp + tdeACP","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR160x","enoyl acyl carrier protein reductase NADH  n C160 ","[c] : h + nadh + tpalm2eACP -->  nad + palmACP","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR160y","enoyl acyl carrier protein reductase NADPH  n C160 ","[c] : h + nadph + tpalm2eACP -->  nadp + palmACP","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR161x","enoyl acyl carrier protein reductase NADH  n C161 ","[c] : h + nadh + t3c9palmeACP -->  hdeACP + nad","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR161y","enoyl acyl carrier protein reductase NADPH  n C161 ","[c] : h + nadph + t3c9palmeACP -->  hdeACP + nadp","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR180x","enoyl acyl carrier protein reductase NADH  n C180 ","[c] : h + nadh + toctd2eACP -->  nad + ocdcaACP","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR180y","enoyl acyl carrier protein reductase NADPH  n C180 ","[c] : h + nadph + toctd2eACP -->  nadp + ocdcaACP","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR181x","enoyl acyl carrier protein reductase NADH  n C181 ","[c] : h + nadh + t3c11vaceACP -->  nad + octeACP","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR181y","enoyl acyl carrier protein reductase NADPH  n C181 ","[c] : h + nadph + t3c11vaceACP -->  nadp + octeACP","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR40x","enoyl acyl carrier protein reductase NADH  n C40 ","[c] : but2eACP + h + nadh -->  butACP + nad","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR40y","enoyl acyl carrier protein reductase NADPH  n C40 ","[c] : but2eACP + h + nadph -->  butACP + nadp","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR60x","enoyl acyl carrier protein reductase NADH  n C60 ","[c] : h + nadh + thex2eACP -->  hexACP + nad","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR60y","enoyl acyl carrier protein reductase NADPH  n C60 ","[c] : h + nadph + thex2eACP -->  hexACP + nadp","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR80x","enoyl acyl carrier protein reductase NADH  n C80 ","[c] : h + nadh + toct2eACP -->  nad + ocACP","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"EAR80y","enoyl acyl carrier protein reductase NADPH  n C80 ","[c] : h + nadph + toct2eACP -->  nadp + ocACP","ECW_m1384","ECW_m1384","Cell Envelope Biosynthesis",0,0,1000,0
"ECAP1pp","enterobacterial common antigen polymerase periplasm ","[p] : (2) unagamuf -->  eca2und + h + udcpdp","( ECW_m4092  and  ECW_m4083 )","ECW_m4083 ECW_m4092","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"ECAP2pp","enterobacterial common antigen polymerase periplasm ","[p] : eca2und + unagamuf -->  eca3und + h + udcpdp","( ECW_m4092  and  ECW_m4083 )","ECW_m4083 ECW_m4092","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"ECAP3pp","enterobacterial common antigen polymerase periplasm ","[p] : eca3und + unagamuf -->  eca4und + h + udcpdp","( ECW_m4092  and  ECW_m4083 )","ECW_m4083 ECW_m4092","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"ECAtpp","enterobacterial common antigen transferase flippase cytoplasm to periplasm "," unagamuf[c] -->  unagamuf[p]","ECW_m4090","ECW_m4090","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"ECOAH1","3 hydroxyacyl CoA dehydratase 3 hydroxybutanoyl CoA ","[c] : 3hbcoa <==>  b2coa + h2o","( ECW_m4146  or  ECW_m2529 )","ECW_m2529 ECW_m4146","Membrane Lipid Metabolism",1,-1000,1000,0
"ECOAH2","3 hydroxyacyl CoA dehydratase 3 hydroxyhexanoyl CoA ","[c] : 3hhcoa <==>  h2o + hx2coa","( ECW_m4146  or  ECW_m2529 )","ECW_m2529 ECW_m4146","Membrane Lipid Metabolism",1,-1000,1000,0
"ECOAH3","3 hydroxyacyl CoA dehydratase 3 hydroxyoctanoyl CoA ","[c] : 3hocoa <==>  h2o + oc2coa","( ECW_m2529  or  ECW_m4146 )","ECW_m2529 ECW_m4146","Membrane Lipid Metabolism",1,-1000,1000,0
"ECOAH4","3 hydroxyacyl CoA dehydratase 3 hydroxydecanoyl CoA ","[c] : 3hdcoa <==>  dc2coa + h2o","( ECW_m4146  or  ECW_m2529 )","ECW_m2529 ECW_m4146","Membrane Lipid Metabolism",1,-1000,1000,0
"ECOAH5","3 hydroxyacyl CoA dehydratase 3 hydroxydodecanoyl CoA ","[c] : 3hddcoa <==>  dd2coa + h2o","( ECW_m4146  or  ECW_m2529 )","ECW_m2529 ECW_m4146","Membrane Lipid Metabolism",1,-1000,1000,0
"ECOAH6","3 hydroxyacyl CoA dehydratase 3 hydroxytetradecanoyl CoA ","[c] : 3htdcoa <==>  h2o + td2coa","( ECW_m4146  or  ECW_m2529 )","ECW_m2529 ECW_m4146","Membrane Lipid Metabolism",1,-1000,1000,0
