KEGG ID,Names,Occurence
C06887,Cefoxitin,0
C06888,Cefprozil|Cefprozil anhydrous,0
C06889,Ceftazidime,0
C06890,Ceftizoxime,0
C06891,"D-2,3-Diketo 4-deoxy-epi-inositol|DKDI",1
C06892,2-Deoxy-5-keto-D-gluconic acid|DKH|5-Dehydro-2-deoxy-D-gluconate|2-Deoxy-D-threo-hex-5-ulosonic acid,2
C06893,2-Deoxy-5-keto-D-gluconic acid 6-phosphate|6-Phospho-5-dehydro-2-deoxy-D-gluconate|DKHP,2
C06894,Cefuroxime,0
C06895,Cephalexin|Cefalexin,0
C06896,Cephapirin,0
C06897,Cephradine|Cefradine,0
C06899,Chloral hydrate,3
C06900,Chlorambucil,0
C06902,Chlorhexidine,0
C06905,Chlorpheniramine|Chlorphenamine,0
C06906,Chlorpromazine,0
C06909,Cidofovir|Cidofovir anhydrous,0
C06910,Cisapride,0
C06911,Cisplatin|cis-Diamminedichloroplatinum(II)|[PtCl2(NH3)2]|CDDP,0
C06912,Clarithromycin,0
C06913,Clemastine,0
C06914,Clindamycin,0
C06915,Clofazimine,0
C06916,Clofibrate,0
C06917,Clomiphene,0
C06918,Clomipramine,0
C06921,Clorazepate|Clorazepic acid,0
C06922,Clotrimazole,0
C06923,Cloxacillin,0
C06924,Clozapine,0
C06925,Colestipol|Epichlorohydrin-tetraethylenepentamine polymer,0
C06926,Cosyntropin,0
C06928,Cromolyn|Cromoglicic acid,0
C06930,Cyclizine,0
C06931,Cyclobenzaprine,0
C06932,Cyclopentolate,0
C06933,Cyclophosphamide|Cyclophosphamide hydrate,0
C06935,Cyproheptadine,0
C06936,Dacarbazine,0
C06938,Danazol,0
C06939,Dantrolene,0
C06940,Deferoxamine,0
C06941,Delavirdine,0
C06943,Desipramine,0
C06944,Desmopressin,0
C06946,Dexchlorpheniramine,0
C06947,Dextromethorphan,0
C06948,Diazepam,0
C06949,Diazoxide,0
C06950,Dicloxacillin,0
C06951,Dicyclomine|Dicycloverin,0
C06952,Cimetidine,0
C06953,Didanosine,0
C06954,Diethylpropion|Amfepramone,0
C06955,Digitoxin,0
C06956,Digoxin,0
C06957,Dihydrotachysterol,0
C06958,Diltiazem,0
C06960,Diphenhydramine,0
C06961,Diphenidol,0
C06963,Dipivefrin|Dipivefrine,0
C06965,Disopyramide,0
C06967,Dobutamine,0
C06969,Dorzolamide,0
C06970,Doxazosin,0
C06971,Doxepin,0
C06972,Dronabinol|delta9-Tetrahydrocannabinol|Tetrahydrocannabinol|THC,0
C06973,Doxycycline,0
C06975,Echothiophate,0
C06976,Edrophonium,0
C06977,Enalapril,0
C06978,Encainide,0
C06979,Enoxacin,0
C06980,Esmolol,0
C06981,Estazolam,0
C06984,Ethambutol,0
C06986,Spirodilactone,2
C06988,"beta-1,2,3,4,5,6-Hexachlorocyclohexane|beta-Hexachlorocyclohexane|beta-BHC|beta-Lindane",2
C06989,"delta-3,4,5,6-Tetrachlorocyclohexene|3,4,5,6-Tetrachlorocyclohexene",2
C06990,Chlorobenzene|Monochlorobenzene|Benzene chloride|Phenyl chloride,3
C06991,Etodolac,0
C06996,Fenfluramine,0
C06997,Fenoprofen,0
C06999,"Fexofenadine|4-(1-Hydroxy-4-(4-(hydroxydiphenylmethyl)-1-piperidinyl)butyl)-alpha,alpha-dimethylbenzeneacetic acid",0
C07001,Flecainide,0
C07004,Fludrocortisone,0
C07005,Flunisolide|Flunisolide anhydrous,0
C07006,Fluocinolone,0
C07007,Fluocinonide,0
C07010,Fluphenazine,0
C07014,Fluvastatin,0
C07016,Fosinopril,0
C07017,Furosemide,0
C07020,Gemfibrozil,0
C07022,Glyburide|Glibenclamide,0
C07023,Granisetron,0
C07024,3'-Keto-3'-deoxy-ATP,2
C07025,3'-Keto-3'-deoxy-AMP,2
C07026,3'-Amino-3'-deoxy-AMP,2
C07027,"N6,N6,O-Tridemethylpuromycin-5'-phosphate",2
C07028,"N-Acetyl-N6,N6,O-tridemethylpuromycin-5'-phosphate",2
C07029,"N-Acetyl-N6,O-didemethylpuromycin-5'-phosphate",2
C07030,N-Acetyl-O-demethylpuromycin-5'-phosphate,2
C07031,N-Acetyl-O-demethylpuromycin,2
C07032,N-Acetylpuromycin,2
C07034,Guanabenz,0
C07035,Guanadrel,0
C07036,Guanethidine,0
C07037,Guanfacine,0
C07040,Hydralazine,0
C07041,Hydrochlorothiazide,0
C07042,Hydromorphone,0
C07043,Hydroxychloroquine,0
C07044,Hydroxyurea|Hydroxycarbamide,2
C07045,Hydroxyzine,0
C07047,Ifosfamide|Isophosphamide,3
C07049,Imipramine,0
C07051,Indinavir,0
C07052,Ipratropium,0
C07053,Isoetharine,0
C07054,Isoniazid,4
C07055,Isopropamide,0
C07056,Isoproterenol|Isoprenaline,0
C07058,13-cis-Retinoic acid,0
C07062,Ketorolac,0
C07063,Labetalol,0
C07064,Lactulose,0
C07065,"Lamivudine|3TC|2',3'-Dideoxy-3'-thiacytidine",0
C07069,Levallorphan,0
C07070,Levamisole,0
C07072,Losartan,0
C07073,Lidocaine,3
C07074,Lovastatin,0
C07075,"Lindane|gamma-Hexachlorocyclohexane|1,2,3,4,5,6-Hexachlorocyclohexane|Benzene hexachloride|gamma-BHC",1
C07078,Lomefloxacin,0
C07079,Lomustine|1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea,0
C07080,Loperamide,0
C07083,Styrene|Phenylethylene,3
C07084,"Styrene-cis-2,3-dihydrodiol|cis-3-Ethenylcyclohexa-3,5-diene-1,2-diol",2
C07085,3-Vinylcatechol,2
C07086,Phenylacetic acid|Benzylformic acid|Phenylacetate|Benzeneacetic acid,10
C07087,"2-Hydroxy-6-oxoocta-2,4,7-trienoate",2
C07088,4-Chlorophenoxyacetate|4-CPA,2
C07089,5-Chloro-2-hydroxymuconic semialdehyde,2
C07090,Protoanemonin|4-Methylenebut-2-en-4-olide|cis-4-Methylenebut-2-en-4-olide,2
C07091,cis-Acetylacrylate,1
C07092,"1,4-Dichlorobenzene|p-Dichlorobenzene",3
C07093,"3,6-Dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene",2
C07094,"3,6-Dichlorocatechol",2
C07095,"2,5-Dichloro-cis,cis-muconate",2
C07096,"2,6-Dichlorophenol",1
C07097,"2,6-Dichlorohydroquinone",5
C07098,"2,4,6-Trichlorophenol",2
C07099,"2,3,6-Trichlorohydroquinone",2
C07100,"2,4,5-Trichlorophenoxyacetic acid|2,4,5-T",1
C07101,"2,4,5-Trichlorophenol",2
C07102,"5-Chloro-1,2,4-trihydroxybenzene",2
C07103,"2-Hydroxy-1,4-benzoquinone|Hydroxybenzoquinone",4
C07104,Loxapine,0
C07105,Lys-vasopressin|Lypressin|8-L-Lysine vasopressin|LVP,0
C07106,Mafenide,0
C07107,Maprotiline,0
C07108,Tamoxifen,4
C07111,Ethylbenzene|Phenylethane|Ethylbenzol|Ethylenzene,5
C07112,1-Phenylethanol|Methylphenyl carbinol|alpha-Methylbenzyl alcohol,1
C07113,Acetophenone|1-Phenylethanone|Phenyl methyl ketone|Acetylbenzene|Methyl phenyl ketone,4
C07114,3-Oxo-3-phenylpropanoate|Benzoylacetate|3-Oxo-3-phenylpropionate|3-Oxo-3-phenylpropionic acid,2
C07115,Nitrogen mustard|Mechlorethamine|Chlormethine,0
C07116,Meclizine|Meclozine,0
C07117,Meclofenamate|Meclofenamic acid,0
C07118,Benzoyl acetyl-CoA|Benzoyl acetyl coenzyme A,2
C07119,Medroxyprogesterone,0
C07120,Megestrol,0
C07122,Melphalan,0
C07123,"2-Hydroxy-6-oxo-octa-2,4-dienoate",2
C07124,Tamsulosin,0
C07125,Temazepam,0
C07126,Menadiol,0
C07127,Terazosin|Terazosine,0
C07128,Meperidine|Pethidine,0
C07129,Terbutaline,0
C07130,"Theophylline|1,3-Dimethylxanthine",7
C07131,Thiabendazole,0
C07132,Thiethylperazine|Ethylthioperazine,0
C07139,Ticarcillin,0
C07140,Ticlopidine,0
C07141,Timolol,0
C07142,Tocainide,0
C07143,Mesoridazine,0
C07144,Metaproterenol|Orciprenaline,0
C07146,Metaraminol,0
C07147,"Tolazoline|4,5-Dihydro-2-(phenylmethyl)-1H-imidazole",0
C07148,Tolbutamide,0
C07149,Tolmetin,0
C07151,Metformin,0
C07153,Tramadol,0
C07155,Tranylcypromine,0
C07156,Trazodone,0
C07159,"2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetate|2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetic acid",0
C07160,"[(1R)-2,2,3-Trimethyl-5-oxocyclopent-3-enyl]acetyl-CoA|2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA|2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetyl coenzyme A",2
C07163,Methadone,1
C07164,Methamphetamine,0
C07165,Triclofos,0
C07166,Trientine|Triethylenetetramine,0
C07168,Trifluoperazine,0
C07171,Trihexyphenidyl,0
C07172,Trimeprazine|Methylpromazine|Alimemazine,0
C07174,Trimethaphan,0
C07175,Methdilazine,0
C07177,Methicillin,0
C07178,Trimethobenzamide,0
C07180,Tripelennamine,0
C07182,"Tromethamine|2-Amino-2-(hydroxymethyl)-1,3-propanediol|Trometamol",0
C07184,Valacyclovir|Valacyclovir hydrochloride|BW 256U87,0
C07185,Valproic acid,6
C07187,Venlafaxine,0
C07188,Verapamil,0
C07189,2-Hydroxyacetophenone|omega-Hydroxyacetophenone,1
C07190,Thiamazole|Methimazole,0
C07192,Methotrimeprazine|Levomepromazine,0
C07194,Methyldopa anhydrous|Methyldopa,0
C07195,Vidarabine|9-beta-D-Arabino furanosyl adenine monohydrate,0
C07196,Methylphenidate,0
C07198,Methyltestosterone,0
C07199,Methysergide,0
C07201,Vinblastine,2
C07202,Metoprolol,0
C07203,Metronidazole,0
C07204,Vincristine|22-Oxovincaleukoblastine,1
C07205,Metyrapone,0
C07206,Zafirlukast,0
C07207,"Zalcitabine|2',3'-Dideoxycytidine",0
C07208,"m-Xylene|1,3-Dimethylbenzene|1,3-Xylene",1
C07209,3-Methylbenzaldehyde|m-Tolualdehyde,2
C07210,Zidovudine|Azidothymidine|3'-Azido-3'-deoxythymidine|AZT,0
C07211,m-Methylbenzoate|m-Toluic Acid|beta-Bethylbenzoic acid|m-Toluylic acid,2
C07212,o-Xylene|o-Dimethylbenzene|o-Methyltoluene,1
C07213,2-Methylbenzyl alcohol,2
C07214,2-Methylbenzaldehyde|o-Toluic aldehyde|2-Formyltoluene|o-Tolualdehyde,2
C07215,o-Toluate|o-Methylbenzoate|o-Toluic Acid|2-Methylbenzoic acid,2
C07216,3-Methylbenzyl alcohol,2
C07218,Zolmitriptan|311C90,0
C07219,Zolpidem,0
C07220,Mexiletine,0
C07221,Mezlin|Mezlocillin,0
C07222,Mibefradil,0
C07224,Milrinone,0
C07225,Minocycline,0
C07228,Raloxifene|LY 139481,0
C07230,Molindone,0
C07231,Moxalactam|Latamoxef,0
C07235,Rifabutin,0
C07236,Rimantadine,0
C07239,Ritodrine,0
C07240,Ritonavir,0
C07241,Salmeterol,0
C07245,Selegiline,0
C07246,Sertraline,0
C07247,Sibutramine,0
C07250,Nafcillin,0
C07251,Nalbuphine,0
C07252,Naloxone,0
C07253,Naltrexone,0
C07254,Nandrolone,0
C07255,Nedocromil,0
C07256,Nefazodone,0
C07257,Nelfinavir,0
C07258,Neostigmine,0
C07259,Sildenafil,0
C07261,Octamethyltrisiloxane,0
C07263,Nevirapine,0
C07264,Nicardipine,0
C07266,Nifedipine,0
C07267,Nimodipine,0
C07268,Nitrofurantoin,0
C07269,Nitroprusside|Pentacyanidonitrosylferrate(2-),0
C07270,Nizatidine,0
C07271,"Limonene-1,2-epoxide|Limonene oxide|(4R)-Limonene-1,2-epoxide",3
C07272,"Maleimide|2,5-Pyrroledione",1
C07273,"Succinimide|2,5-Pyrrolidinedione|Butanimide|2,5-Diketopyrrolidine",0
C07274,Nortriptyline,0
C07275,"Glutarimide|Piperidine-2,6-dione|2,6-Diketopiperidine",0
C07276,"Limonene-1,2-diol|(1S,2S,4R)-Limonene-1,2-diol|(1S,2S,4R)-Menth-8-ene-1,2-diol",2
C07277,dTDP-D-fucose|dTDP-alpha-D-fucopyranose,2
C07278,beta-D-Galactosyl-(1->3)-N-acetyl-D-galactosamine|beta-D-Galactopyranosyl-(1->3)-N-acetyl-D-galactosamine,1
C07279,2-Aminoethylarsonate|2-Aminoethylarsonic acid,0
C07280,Rhodanine|2-Thioxo-4-thiazolidinone,0
C07281,[eIF5A-precursor]-lysine|[enzyme]-lysine,4
C07282,[eIF5A-precursor]-deoxyhypusine|Protein N6-(4-Aminobutyl)-L-lysine,3
C07283,(1->3)-beta-D-Galactopyranans|(1->3)-beta-D-Galactans,0
C07285,Arabino-galactose,0
C07287,Sulcatone|Methylheptenone|6-Methylhept-5-en-2-one|6-Methyl-5-hepten-2-one,1
C07288,Sulcatol|6-Methylhept-5-en-2-ol|6-Methyl-5-hepten-2-ol,1
C07289,Crepenynate|(9Z)-Octadec-9-en-12-ynoate|(Z)-9-Octadecen-12-ynoic acid|Crepenynic acid,1
C07290,7-O-Methylluteone,1
C07291,Dihydrofurano derivative,1
C07292,Glutaredoxin,2
C07293,Glutaredoxin disulfide,2
C07294,Methylarsonate|Methylarsonic acid|MAA,2
C07295,Methanearsonous acid|Methylarsonite,2
C07296,"4,8,12-Trimethyltridecanoyl-CoA",1
C07297,3-Oxopristanoyl-CoA,1
C07299,Cutin,1
C07300,Cutin monomer,1
C07301,(R)-Mandelamide,1
C07302,3-Hydroxy-3-(3-hydroxy-4-methoxyphenyl)propionyl-CoA,0
C07303,4-Hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-CoA|4-Hydroxy-3-methoxyphenyl-beta-hydroxypropionyl-CoA|3-Hydroxy-3-(4-hydroxy-3-methoxyphenyl)propionyl-CoA,2
C07304,Deacetylisoipecoside,3
C07305,Products of ATP breakdown,3
C07306,"Octreotide|D-Phenylalanyl-L-cysteinyl-L-phenylalanyl-D-tryptophyl-L-lysyl-L- threonyl-N-((1R,2R)-2-hydroxy-1-(hydroxymethyl)propyl)-L- cysteinamide cyclic (2->7)-disulfide",0
C07307,Deacetylipecoside,2
C07308,Cacodylate|Dimethylarsinate,1
C07309,Sotalol,0
C07310,Spironolactone,0
C07311,Stanozolol|Androstanazole,0
C07312,"Stavudine|d4T|2',3'-Didehydro-3'-deoxythimidine|Sanilvudine",0
C07313,Streptozocin|Zanosar,0
C07314,Sucralfate,0
C07315,Sulfamethoxazole,0
C07316,Sulfasalazine|Salicylazosulfapyridine|Salazosulfapyridine,0
C07317,Sulfinpyrazone|Sulfoxyphenylpyrazolidine,0
C07318,Sulfisoxazole,0
C07319,Sumatriptan,0
C07320,Suprofen,0
C07321,Ofloxacin,0
C07322,Olanzapine,0
C07323,Olsalazine,0
C07324,Omeprazole,0
C07325,Ondansetron,0
C07326,"1,5-Anhydro-D-glucitol|1,5-Anhydro-D-sorbitol|1,5-Anhydroglucitol",1
C07327,3-Pyridinaldehyde|Pyridine-3-aldehyde|3-Pyridinecarboxaldehyde|Nicotinaldehyde,0
C07328,3-Methylbutanol|Isoamyl alcohol|Isopentyl alcohol,2
C07329,3-Methylbutanal|Isovaleraldehyde,2
C07330,"3-Methyl-2-butenal|3-Methylbut-2-enal|3,3-Dimethyl-acrylaldehyde|Senecialdehyde|Prenal",2
C07331,Carbonyl sulfide,3
C07332,Dibenzylsuccinate,0
C07334,Oxacillin,0
C07335,2-Amino-3-oxo-4-phosphonooxybutyrate|L-2-Amino-3-oxo-4-phosphonooxybutyrate|(2S)-2-Amino-3-oxo-4-phosphonooxybutanoate,2
C07336,Quazepam,0
C07338,"(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid|(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoate",1
C07339,Quinacrine|Mepacrine,0
C07340,Quinapril hydrochloride,0
C07341,Oxamniquine,0
C07342,Quinethazone,0
C07343,2-Hydroxyphytanoyl-CoA,1
C07344,3-Hydroxyquinine,1
C07345,Betaine aldehyde hydrate,1
C07346,Oxandrolone,0
C07347,Thiophene-2-carbonyl-CoA,1
C07348,5-Hydroxythiophene-2-carbonyl-CoA,1
C07349,3'-Demethylstaurosporine|3'-Demethoxy-3'-hydroxystaurosporine,1
C07350,"Phlorisovalerophenone|3-Methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one",1
C07351,"Phlorisobutyrophenone|2-Methyl-1-(2,4,6-trihydroxyphenyl)-1-propanone",0
C07354,"(7S,8S)-DiHODE|(9Z,12Z)-(7S,8S)-Dihydroxyoctadeca-9,12-dienoic acid|(7S,8S,9Z,12Z)-7,8-Dihydroxyoctadeca-9,12-dienoate",1
C07355,"(9Z)-(7S,8S)-Dihydroxyoctadecenoic acid|(Z)-(7S,8S)-Dihydroxyoctadeca-9-enoic acid|(Z)-(7S,8S)-Dihydroxyoctadeca-9-enoate",0
C07356,Oxaprozin,0
C07357,"(9Z,12Z,15Z)-(7S,8S)-Dihydroxyoctadeca-9,12,15-trienoic acid|(9Z,12Z,15Z)-(7S,8S)-Dihydroxyoctadeca-9,12,15-trienoate",0
C07359,Oxazepam,0
C07360,Oxybutynin,0
C07361,Piperacillin sodium|Pipracil,0
C07362,Pipobroman,0
C07363,Oxymetazoline|Afrin,0
C07366,Prazepam,0
C07367,Praziquantel,0
C07368,Prazosin,0
C07369,Prednisolone,0
C07370,Prednisone,0
C07371,"Primidone|5-Phenyl-5-ethyl-Hexahydropyrimidine-4,6-dione",0
C07372,Probenecid,0
C07373,Probucol,0
C07375,Procaine,0
C07376,Procarbazine hydrochloride,0
C07378,Procyclidine,0
C07379,Promazine,0
C07381,Propafenone,0
C07383,Proparacaine|Proxymetacaine,0
C07384,Propiomazine hydrochloride|Largon,0
C07389,Pyrantel pamoate,0
C07391,Pyrimethamine,0
C07393,Oxymetholone,0
C07394,Paclitaxel,2
C07395,Pamidronate|Pamidronic acid,0
C07397,"Quetiapine|2-[2-(4-Dibenzo[b,f][1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]ethanol",0
C07398,Quinapril,0
C07400,Pralidoxime,0
C07401,Procainamide,0
C07402,Procarbazine,0
C07403,Prochlorperazine,0
C07404,Promethazine|10-(2-Dimethylaminopropyl)phenothiazine,0
C07405,Propiomazine,0
C07406,Propoxyphene,0
C07407,Propranolol,0
C07408,Protriptyline,0
C07409,Pyrantel,0
C07410,Pyridostigmine,0
C07411,Paramethadione,0
C07412,Pyrvinium,0
C07413,Paramethasone,0
C07414,Pargyline,0
C07415,Paroxetine,0
C07416,Penbutolol,0
C07417,Penciclovir,0
C07418,Penicillamine,0
C07420,Pentamidine,0
C07421,Pentazocine,0
C07422,"Pentobarbital|5-Ethyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione",0
C07423,Pentobarbital sodium,0
C07424,Pentoxifylline,0
C07425,Pergolide,0
C07427,Perphenazine|4-(3-(2-Chlorophenothiazin-10-YL)propyl)-1-piperazineethanol,0
C07428,Phenacemide,0
C07429,"Phenazopyridine|3-(Phenylazo)-2,6-pyridinediamine",0
C07430,Phenelzine,0
C07431,Phenelzine sulfate,0
C07432,Phenmetrazine,0
C07434,Phenobarbital,0
C07435,Phenoxybenzamine,0
C07436,Phenoxybenzamine hydrochloride,0
C07437,Phensuximide,0
C07438,"Phentermine|alpha,alpha-Dimethylphenethylamine",0
C07440,Phenylbutazone,0
C07441,Phenylephrine,0
C07443,Phenytoin,0
C07445,Pindolol,0
C07446,Isonicotinic acid,3
C07447,Acetylhydrazine,2
C07448,Burimamide,0
C07449,Metiamide,0
C07450,Dexmedetomidine,0
C07451,Moxonidine,0
C07452,Tizanidine,0
C07453,Epinine|Deoxyepinephrine,0
C07454,N-Guanylhistamine,0
C07455,Nitroglycerin|Glyceryl trinitrate,0
C07456,Isosorbide dinitrate,0
C07457,Amyl nitrite|Isoamyl nitrite,0
C07458,Sulfanilamide|Sulfamine|Prontosil album,0
C07459,Dichlorphenamide|Diclofenamide,0
C07460,"Chloraminophenamide|4-Amino-6-chloro-1,3-benzenedisulfonamide",0
C07461,Chlorothiazide,0
C07463,Terfenadine,0
C07464,Ketanserin,0
C07465,Remikiren|Ro 42-5892,0
C07466,Enalkiren|A 64662,0
C07467,Eprosartan,0
C07468,Candesartan,0
C07469,Irbesartan,0
C07471,Methacholine|Acetyl-beta-methylcholine,0
C07473,Muscarine,0
C07474,Pilocarpine,1
C07475,Lobeline|(-)-Lobeline,1
C07478,"2-Hydroxy-5-methyl-cis,cis-muconate",2
C07479,2-Oxo-5-methyl-cis-muconate,2
C07480,"Theobromine|3,7-Dimethylxanthine",9
C07481,"Caffeine|1,3,7-Trimethylxanthine",9
C07482,Montelukast,0
C07484,Zaleplon,0
C07485,Oxotremorine,0
C07486,"Nordazepam|Desmethyldiazepam|7-Chloro-1,3-dihydro-5-phenyl-(2H)-1,4-benzodiazepin-2-one",0
C07487,Nitrazepam,0
C07488,"DMPP|Dimethylphenylpiperazinium iodide|1,1-Dimethyl-4-phenylpiperazinium Iodide",0
C07489,Glutethimide|2-Ethyl-2-phenylglutarimide,0
C07490,"Trichloroethanol|2,2,2-Trichloroethanol",5
C07491,Carbaryl|Carbaril,0
C07492,Oxcarbazepine,1
C07493,10-Hydroxycarbazepine|10-Hydroxycarbamazepine|GP 47779,2
C07494,Soman,0
C07495,"Dihydroxycarbazepine|10,11-Dihydro-10,11-dihydroxy-5H-dibenzazepine-5-carboxamide|10,11-Dihydroxycarbamazepine",2
C07496,"Carbamazepine-10,11-epoxide|Carbamazepine epoxide",2
C07497,Malathion,0
C07498,Malaoxon,0
C07499,Phenylethylmalonamide|2-Phenyl-2-ethylmalondiamide|PEMA,0
C07500,Vigabatrin,0
C07501,Felbamate,3
C07502,Topiramate,0
C07503,Tiagabine,0
C07504,Zonisamide,0
C07505,Ethosuximide,0
C07506,Propantheline,0
C07508,Pirenzepine,0
C07509,"Diacetylmonoxime|2,3-Butanedione monoxime",0
C07510,Hexamethonium,0
C07511,Mecamylamine|Versamine,0
C07512,Tetraethylammonium,0
C07513,Methoxamine,0
C07514,Amphetamine,0
C07515,Halothane,0
C07516,Enflurane,0
C07517,Methoxyflurane,0
C07518,Isoflurane,0
C07519,Desflurane,0
C07520,Sevoflurane,0
C07521,Thiopental,0
C07522,"Etomidate|1-(1-Phenylethyl)-imidazole-5-carboxylic acid, ethyl ester",0
C07523,"Propofol|2,6-Diisopropylphenol",0
C07524,Midazolam,0
C07525,Ketamine,0
C07526,Tetracaine|Amethocaine,0
C07527,Benzocaine|Ethyl aminobenzoate,0
C07528,Mepivacaine,0
C07529,Bupivacaine|Marcaine,0
C07530,Etidocaine,0
C07531,Prilocaine,0
C07532,Ropivacaine,0
C07533,Prenalterol,0
C07534,Ethynyl estradiol|17alpha-Ethinyl estradiol|Ethinyl estradiol|Ethinylestradiol,0
C07535,Benzo[a]pyrene|Benzpyrene,8
C07536,Amobarbital,0
C07537,Ethylmorphine,0
C07538,Benzphetamine|Benzfetamine,0
C07539,Aminopyrine|4-Dimethylaminoantipyrine,0
C07540,6-Methylergoline,0
C07541,Lysergic acid,0
C07542,Lysergic acid diethylamide|LSD|Lysergide,0
C07543,Ergonovine|Ergometrine,0
C07544,Ergotamine,0
C07545,alpha-Ergocryptine,0
C07546,Succinylcholine|Suxamethonium,0
C07547,Tubocurarine,1
C07548,Atracurium,0
C07549,Doxacurium,0
C07550,Mivacurium,0
C07551,Pancuronium,0
C07552,Aldrin,0
C07553,Vecuronium,0
C07554,Pipecuronium,0
C07555,4-Nitroanisole|p-Nitroanisole,0
C07556,Rocuronium,0
C07557,"2,3,7,8-Tetrachlorodibenzodioxin|Tetrachlorodibenzodioxin|2,3,7,8-Tetrachlorodibenzo-p-dioxin|TCDD|PCDD 48",0
C07558,Methitural,0
C07559,Chlorphentermine,0
C07560,Methaqualone,0
C07561,Carbon tetrachloride|Tetrachloromethane,0
C07564,Ropinirole,0
C07565,Acetanilide|N-Phenylacetamide|N-Acetylarylamine,1
C07566,Pimozide,0
C07567,Sertindole,0
C07568,Ziprasidone,0
C07569,Propylthiouracil,0
C07570,Mirtazapine,0
C07571,Fluvoxamine,0
C07572,Citalopram,3
C07573,Prontosil|Sulfamidochrysoidine|Prontosil rubrum,0
C07574,Tartrazine|Acid Yellow 23|Food yellow No.4,0
C07575,Phencyclidine,0
C07576,Psilocybin|Psilocybine,1
C07577,"3,4-Methylenedioxymethamphetamine|N-Methyl-3,4-methylenedioxyamphetamine|MDMA",0
C07578,Cannabidiol|CBD,0
C07580,Cannabinol,0
C07581,Pteridine,0
C07582,Pteroic acid,0
C07584,"Phenindione|2-Phenyl-1,3-indandione",0
C07585,N-Acetylisoniazid|(N)1-Acetylisoniazid,2
C07586,Fenofibrate,0
C07587,Sodium salicylate,0
C07588,Salicyluric acid|Salicylurate|N-(2-Hydroxybenzoyl)-glycine,0
C07589,Celecoxib,0
C07590,Rofecoxib,0
C07591,Phenacetin|Acetophenetidin,0
C07592,Colchicine,1
C07593,Rotenone,1
C07594,Pyrethrin I,0
C07596,HLo7,0
C07597,Ferroxamine|Ferrioxamine|Desferal-iron(III),0
C07598,"Succimer|meso-2,3-Dimercaptosuccinic acid",0
C07599,Alloxanthine|Oxipurinol|Oxypurinol,0
C07600,Allicin|2-Propene-1-sulfinothioic acid S-2-propenyl ester,0
C07601,Ginkgolide A,1
C07602,Ginkgolide B,0
C07603,Ginkgolide C|BN 52022,0
C07604,Ginkgolide J|BN 52024,0
C07605,Bilobalide,0
C07606,Hypericin,0
C07607,Gonadotropin-releasing hormone I|Gonadorelin|Gonadoliberin I|GnRH-I,0
C07608,Hyperforin,0
C07609,Parthenolide,0
C07610,Silymarin|Silibinin|Silybin,0
C07612,Leuprolide|Leuprorelin,0
C07613,Nafarelin,0
C07615,Carbimazole,0
C07616,Amphenone B,0
C07617,Aminoglutethimide,0
C07618,Mestranol,0
C07619,Quinestrol,0
C07620,Diethylstilbestrol|DES,0
C07621,Methallenestril,0
C07622,Voriconazole|Vfend,0
C07624,Abacavir,0
C07625,Chloroquine,0
C07626,Amodiaquine,0
C07627,Primaquine,0
C07628,Dimethisterone|Dimethisterone anhydrous,0
C07629,Desogestrel,0
C07630,Sulfadoxine,0
C07631,Proguanil|Chloroguanide|N-(4-Chlorophenyl)-N'-(isopropyl)-imidodicarbonimidic diamide,0
C07632,"Androstanediol|Androstane-3,17-diol",0
C07633,Mefloquine,0
C07634,Halofantrine,0
C07635,Epiandrosterone,1
C07636,Iodoquinol,0
C07637,Diloxanide furoate,0
C07638,Sodium stibogluconate|Antimony sodium gluconate,0
C07639,"3,3',5'-Triiodo-L-thyronine|3,3',5'-Triiodothyronine|Reverse triiodothyronine|rT3",1
C07640,Semustine|Methyl-CCNU|1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea,0
C07641,Thiotepa,0
C07642,"Triethylenemelamine|Trisaziridinyltriazine|2,4,6-Tris(1-aziridinyl)-s-triazine",0
C07643,4-Hydroxycyclophosphamide,3
C07644,4-Ketocyclophosphamide,1
C07645,Aldophosphamide,6
C07646,Carboxyphosphamide|Carboxycyclophosphamide,3
C07647,Phosphoramide mustard|Phosphamide mustard,1
C07648,Thioguanine,1
C07649,5-FU|Fluorouracil|5-Fluorouracil,6
C07650,Gemcitabine,0
C07651,WR 1065|2-[(3-Aminopropyl)amino]ethanethiol,0
C07652,Mifepristone|RU-486,0
C07653,Flutamide,0
C07654,Methacycline|Metacycline,0
C07655,Streptobiosamine,0
C07656,Gentamicin C1,0
C07657,Netilmicin,0
C07658,Sulfadiazine,0
