"KO","Flux Value","Reaction Abbreviation","Reaction Name","Reaction Equation (Metabolite Abbreviation)","Reversible","Lower Bound","Upper Bound","Biological Objective","Synthetic Objective","Gene Association","Protein Association","Subsystem","Protein Class","GPR","Genes","Protein","Confidence Score","EC. Number"
"false","0.0","R_OGDH"," ","M_oxad_m + M_lipoE_m --> M_co2_m + M_gdlipoE_m","false","0.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","29016"," "," ","2","1.2.4.2"
"false","0.0","R_DLST"," ","M_gdlipoE_m + M_coa_m <==> M_glucoa_m + M_dilipoE_m","true","-1000.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","40430, 31840"," "," ","2","2.3.1.61"
"false","0.0","R_GCOADH"," ","M_glucoa_m + M_fad_m --> M_fadh2_m + M_co2_m + M_but2enoyl_coa_m","false","0.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","25572"," "," ","2","1.3.8.6"
"false","0.0","R_PAAF_M"," ","M_but2enoyl_coa_m + M_h2o_m --> M_3hydrobut_coa_m","false","0.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","40988 or 54528 or 54494"," "," ","2","4.2.1.17"
"false","0.0","R_PAAF"," ","M_but2enoyl_coa_c + M_h2o_c --> M_3hydrobut_coa_c","false","0.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","55192 or 55069 5527 or 35240 or 11811 or 13073"," "," ","2","4.2.1.17"
"false","0.0","R_HADH_M"," ","M_3hydrobut_coa_m + M_nad_m <==> M_nadh_m + M_h_m + M_actcoa_m","true","-1000.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","41866"," "," ","2","1.1.1.35"
"false","0.0","R_HADH"," ","M_3hydrobut_coa_c + M_nad_c <==> M_nadh_c + M_h_c + M_actcoa_c","true","-1000.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","55069 or 39681"," "," ","2","1.1.1.35"
"false","0.0","R_ATOB_1"," ","M_actcoa_c + M_coa_c --> 2 M_acca_c","false","0.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","23913"," "," ","2","2.3.1.9"
"false","0.0","R_DHBP"," ","M_ru5p_c --> M_form_c + M_aproa_c","false","0.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," ","6454"," "," ","2","4.1.99.12"
"false","0.0","R_GTPC"," ","M_gtp_c + 3 M_h2o_c --> M_form_c + M_ppi_c + M_drpp_c","false","0.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," ","6454"," "," ","2","3.5.4.25"
"false","0.0","R_RIBD1"," ","M_drpp_c + M_h2o_c --> M_armp_c + M_nh3_c","false","0.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," "," "," "," ","1","3.5.4.26"
"false","0.0","R_RIBD2_M"," ","M_armp_m + M_nadph_m + M_h_m --> M_amu_m + M_nadp_m","false","0.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," ","33427"," "," ","2","1.1.1.193"
"false","0.0","R_RIBD2"," ","M_armp_c + M_nadph_c + M_h_c --> M_amu_c + M_nadp_c","false","0.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," ","47432, 46623"," "," ","2","1.1.1.193"
"false","0.0","R_AMU"," ","M_amu_c + M_h2o_c --> M_aru_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," "," "," "," ","2","3.1.3.-"
"false","0.0","R_RIB"," ","M_aru_c + M_aproa_c --> 2 M_h2o_c + M_pi_c + M_dlum_c","false","0.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," ","7173"," "," ","2","2.5.1.78"
"false","0.0","R_RS"," ","2 M_dlum_c --> M_rbv_c + M_aru_c","false","0.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," ","38165"," "," ","2","2.5.1.9"
"false","0.0","R_APH"," ","M_fmn_c + M_h2o_c --> M_rbv_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," ","48446"," "," ","2","3.1.3.2"
"false","0.0","R_RFK","riboflavin kinase","M_rbv_c + M_atp_c --> M_adp_c + M_fmn_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," ","12172"," "," ","2","2.7.1.26"
"false","0.0","R_FADS","FAD synthetase","M_fmn_c + M_atp_c <==> M_ppi_c + M_fad_c","true","-1000.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," ","12894"," "," ","2","2.7.7.2"
"false","0.0","R_BLVRB","flavin reductase","M_fad_c + M_nadph_c + M_h_c <==> M_fadh2_c + M_nadp_c","true","-1000.0","1000.0","0.0","0.0"," "," ","Riboflavin metabolism"," "," "," "," ","1","1.5.1.30"
"false","0.0","R_KDPFS","3-deoxy-7-phosphoheptulonate synthase","M_pep_c + M_e4p_c + M_h2o_c --> M_d3da_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","shikimate"," ","24353"," "," ","2","2.5.1.54"
"false","0.0","R_AROB","3-dehydroquinate synthase","M_d3da_c --> M_dhdq_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","8772"," "," ","2","4.2.3.4"
"false","0.0","R_AROB_P","3-dehydroquinate synthase","M_d3da_c --> M_dhdq_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","20809"," "," ","2","4.2.3.4"
"false","0.0","R_DHQ","DHQase","M_dhdq_c <==> M_dhdsk_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","45535"," "," ","2","4.2.1.10"
"false","0.0","R_AROE","shikimate dehydrogenase","M_nadph_c + M_h_c + M_dhdsk_c <==> M_shik_c + M_nadp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","45535"," "," ","2","1.1.1.25"
"false","0.0","R_AR","shikimate kinase","M_atp_c + M_shik_c --> M_adp_c + M_shik3p_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","45535"," "," ","2","2.7.1.71"
"false","0.0","R_EPSPsy","3-phosphoshikimate 1-carboxyvinyltransferase","M_pep_c + M_shik3p_c <==> M_pi_c + M_c3pshik_c","true","-1000.0","1000.0","0.0","0.0"," "," ","shikimate"," ","18246"," "," ","2","2.5.1.19"
"false","0.0","R_AROC","chorismate synthase","M_c3pshik_c --> M_chor_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","43429"," "," ","2","4.2.3.5"
"false","0.0","R_CHORM","chorismate mutase","M_chor_c <==> M_prephte_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","43277"," "," ","2","5.4.99.5"
"false","0.0","R_HYPPYR"," ","M_prephte_c + M_nad_c <==> M_hyppyr_c + M_co2_c + M_nadh_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","43288"," "," ","2","1.3.1.12"
"false","0.0","R_PHEA2","prephenate dehydratase","M_prephte_c <==> M_phnypyr_c + M_h2o_c + M_co2_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","3267"," "," ","2","4.2.1.51"
"false","0.0","R_PHNYALA_P"," ","M_glu_p + M_phnypyr_p <==> M_phnyala_p + M_oxoglut_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","51609"," "," ","2","2.6.1.57"
"false","0.0","R_PHNYALA_M"," ","M_glu_m + M_phnypyr_m <==> M_phnyala_m + M_oxoglut_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","23871 or 38891"," "," ","2","2.6.1.57"
"false","0.0","R_PHNYALA"," ","M_glu_c + M_phnypyr_c <==> M_phnyala_c + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","23059"," "," ","2","2.6.1.57"
"false","0.0","R_TYR_M"," ","M_glu_m + M_hyppyr_m <==> M_tyr_m + M_oxoglut_m","true","-1000.0","1000.0","0.0","0.0"," "," ","tyrosine"," ","23871, bd870, 870"," "," ","2","2.6.1.1"
"false","0.0","R_TOXAT","tyrosine:2-oxoglutate aminotransferase","M_glu_c + M_hyppyr_c <==> M_tyr_c + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," ","tyrosine"," ","23059, 870"," "," ","2","2.6.1.1"
"false","0.0","R_T_TYR_PC"," ","M_tyr_p + M_atp_c --> M_tyr_c + M_adp_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_TYR_CP"," ","M_tyr_c + M_atp_c --> M_tyr_p + M_adp_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_TAT","tyrosine aminotransferase","M_tyr_p + M_oxoglut_p --> M_glu_p + M_hyppyr_p","false","0.0","1000.0","0.0","0.0"," "," "," "," ","51609"," "," ","2","2.6.1.5"
"false","0.0","R_T_HYPPYR","4-Hydroxyphenylpyruvate exchange","M_hyppyr_p <==> M_hyppyr_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_PAH","phenylalanine-4-hydroxylase","M_phnyala_c + M_thbt_c + M_o2_c --> M_tyr_c + M_hthbt_c","false","0.0","1000.0","0.0","0.0"," "," ","tyrosine"," ","13175"," "," ","2","1.14.16.1"
"false","0.0","R_PAH2","phenylalanine-4-hydroxylase","M_phnyala_c + M_thbt_c + M_o2_c --> M_tyr_c + M_dhthbt_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," ","tyrosine"," ","13175"," "," ","2","1.14.16.1"
"false","0.0","R_TRPE","chorismate lyase","M_chor_c + M_gln_c --> M_anthr_c + M_pyr_c + M_glu_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","4.1.3.27"
"false","0.0","R_CL","chorismate lyase","M_chor_c + M_nh3_c --> M_anthr_c + M_pyr_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","4.1.3.27"
"false","0.0","R_TRPD","anthranilate phosphoribosyltransferase","M_anthr_c + M_prpp_c <==> M_n5pra_c + M_ppi_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","14230 or 28937"," "," ","2","2.4.2.18"
"false","0.0","R_TRP1","PRA isomerase","M_n5pra_c <==> M_cdrp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","34747"," "," ","2","5.3.1.24"
"false","0.0","R_TRP3","indole 3 glycerol phosphate synthase","M_cdrp_c <==> M_co2_c + M_h2o_c + M_indgp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","11527 or 45371"," "," ","2","4.1.1.48"
"false","0.0","R_ATPPHRIBTRN","ATP phosphoribosyltransferase","M_atp_c + M_prpp_c <==> M_phosphribatp_c + M_ppi_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","10025"," "," ","2","2.4.2.17"
"false","0.0","R_PHATPPPI","phosphoribosyl-ATP diphosphatase","M_phosphribatp_c + M_h2o_c <==> M_phosphribamp_c + M_ppi_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","3140"," "," ","2","3.6.1.31"
"false","0.0","R_PHRIBAMP","phosphoribosyl-AMP cyclohydrolase","M_phosphribamp_c + M_h2o_c <==> M_phosphformp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","3140"," "," ","2","3.5.4.19"
"false","0.0","R_PHRIBFORM","phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase","M_phosphformp_c <==> M_phosphribuformp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","50453"," "," ","2","5.3.1.16"
"false","0.0","R_GLUTAMCYC","glutamine amidotransferase / cyclase","M_phosphribuformp_c + M_gln_c <==> M_deig3p_c + M_aicar_c + M_glu_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","19324"," "," ","2","HisF, HisH"
"false","0.0","R_IMIDPHDEH","imidazoleglycerol-phosphate dehydratase","M_deig3p_c --> M_imacetp_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","12888 or 12810"," "," ","2","4.2.1.19"
"false","0.0","R_HISPHTRF","histidinol-phosphate aminotransferase","M_imacetp_c + M_glu_c <==> M_lhisolp_c + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","38891"," "," ","2","2.6.1.9"
"false","0.0","R_HISB","L-Histidinol-phosphate phosphohydrolase","M_lhisolp_c + M_h2o_c --> M_histol_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","3.1.3.15"
"false","0.0","R_HISDEYDRG","histidinol dehydrogenase","M_histol_c + 2 M_nad_c + M_h2o_c --> M_his_c + 2 M_nadh_c + 2 M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","histidine synthesis"," ","3140"," "," ","2","1.1.1.23"
"false","0.0","R_SUCHOM_1"," ","M_homos_c + M_succoa_c --> M_coa_c + M_suchom_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","2.3.1.46"
"false","0.0","R_T_SUC_CP"," ","M_suc_c <==> M_suc_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_H2S_CP"," ","M_h2s_c <==> M_h2s_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_FNRC","ferredoxin---NADP+ reductase","M_rfdx_c + M_nadp_c <==> M_ofdx_c + M_nadph_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","23717 or 15777 or 42018 or 12813"," "," ","2","1.18.1.2"
"false","0.0","R_5MTHF"," ","2 M_rfdx_c + M_mthf_c + 2 M_h_c --> 2 M_ofdx_c + M_5mthf_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","1.5.7.1"
"false","0.0","R_510MTHF1"," ","M_nadp_c + M_mthf_c --> M_nadph_c + M_510mthf_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","23623"," "," ","2","1.5.1.5"
"false","0.0","R_METF"," ","M_mthf_c + M_nadph_c + M_h_c --> M_5mthf_c + M_nadp_c","false","0.0","1000.0","0.0","0.0"," "," ","folate"," ","30471 or 28431"," "," ","2","1.5.1.20"
"false","0.0","R_METF2"," ","M_mthf_c + M_nadh_c + M_h_c --> M_5mthf_c + M_nad_c","false","0.0","1000.0","0.0","0.0"," "," ","folate"," ","30471 or 28431"," "," ","2","1.5.1.20"
"false","0.0","R_METH","methionine synthase","M_5mthf_c + M_homocys_c --> M_thf_c + M_met_c","false","0.0","1000.0","0.0","0.0"," "," ","methionine synthesis"," ","23399"," "," ","2","2.1.1.13"
"false","0.0","R_MGDGS","MGDG synthase","M_dag12_c + M_agal_c --> M_mgdg_c + M_udp_c","false","0.0","1000.0","0.0","0.0"," "," ","glycerolipid"," ","14125, 54168, 9619"," "," ","2","2.4.1.46"
"false","0.0","R_DGD_M"," ","M_mgdg_m + M_agal_m --> M_udp_m + M_dgdg_m","false","0.0","1000.0","0.0","0.0"," "," ","glycerolipid"," ","12884"," "," ","2","2.4.1.241"
"false","0.0","R_DGD"," ","M_mgdg_c + M_agal_c --> M_udp_c + M_dgdg_c","false","0.0","1000.0","0.0","0.0"," "," ","glycerolipid"," ","11390 or 43116"," "," ","2","2.4.1.241"
"false","0.0","R_SQD2","sulfoquinovosyltransferase","M_udpsq_c + M_dag12_c --> M_udp_c + M_sqdg_c","false","0.0","1000.0","0.0","0.0"," "," ","glycerolipid"," ","50356"," "," ","2","SQD2"
"false","0.0","R_GALE_M"," ","M_udpglc_m <==> M_agal_m","true","-1000.0","1000.0","0.0","0.0"," "," ","amino sugar and nucleotide sugar metabolism, galactose metabolism"," ","46785"," "," ","2","5.1.3.2"
"false","0.0","R_GALE"," ","M_udpglc_c <==> M_agal_c","true","-1000.0","1000.0","0.0","0.0"," "," ","amino sugar and nucleotide sugar metabolism, galactose metabolism"," ","27190"," "," ","2","5.1.3.2"
"false","0.0","R_T_UDPGLC_CP"," ","M_udpglc_c <==> M_udpglc_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_SQD1"," ","M_udpglc_c + M_sulft_c --> M_h2o_c + M_udpsq_c","false","0.0","1000.0","0.0","0.0"," "," ","glycerolipid"," ","21201"," "," ","2","3.13.1.1"
"false","0.0","R_T_SULFT"," ","M_sulft_c <==> M_sulft_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_GPD1"," ","M_glyl3p_c + M_nad_c <==> M_nadh_c + M_h_c + M_gp_c","true","-1000.0","1000.0","0.0","0.0"," "," ","glycerophospholipid metabolism"," ","8975 or 36821"," "," ","2","1.1.1.8"
"false","0.0","R_GNPAT"," ","M_gp_c + M_acylcoa_c --> M_coa_c + M_agpi_c","false","0.0","1000.0","0.0","0.0"," "," ","glycerophospholipid metabolism"," ","54709"," "," ","2","2.3.1.42"
"false","0.0","R_AYR1"," ","M_nadph_m + M_h_m + M_agpi_m --> M_ag3pi_m + M_nadp_m","false","0.0","1000.0","0.0","0.0"," "," ","glycerophospholipid metabolism"," ","5780 or 38394"," "," ","2","1.1.1.101"
"false","0.0","R_LPAAT_M"," ","M_ag3pi_m + M_acylcoa_m --> M_coa_m + M_dag3pi_m","false","0.0","1000.0","0.0","0.0"," "," ","glycerophospholipid metabolism"," ","43099"," "," ","2","2.3.1.51"
"false","0.0","R_LPAAT"," ","M_ag3pi_c + M_acylcoa_c --> M_coa_c + M_dag3pi_c","false","0.0","1000.0","0.0","0.0"," "," ","glycerophospholipid metabolism"," ","20460 or 11916 or 42446"," "," ","2","2.3.1.51"
"false","0.0","R_EX_CH","choline","M_ch_c <==> ","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_CKT1"," ","M_ch_c + M_atp_c --> M_adp_c + M_chp_c","false","0.0","1000.0","0.0","0.0"," "," ","phosphatidylcholine"," ","46453"," "," ","2","2.7.1.32"
"false","0.0","R_PCYT"," ","M_chp_c + M_ctp_c --> M_ppi_c + M_cdpch_c","false","0.0","1000.0","0.0","0.0"," "," ","phosphatidylcholine"," "," "," "," ","2","2.7.7.15"
"false","0.0","R_PPCS"," ","M_dag12_c + M_cdpch_c --> M_ppc_c + M_cmp_c","false","0.0","1000.0","0.0","0.0"," "," ","phosphatidylcholine"," ","33864"," "," ","2","2.7.8.2"
"false","0.0","R_PLD"," ","M_ppc_c + M_h2o_c --> M_dag3pi_c + M_ch_c","false","0.0","1000.0","0.0","0.0"," "," ","glycerophospholipid metabolism"," ","12431"," "," ","2","3.1.4.4"
"false","0.0","R_PLD2"," ","M_pheth_c + M_h2o_c --> M_etn_c + M_dag3pi_c","false","0.0","1000.0","0.0","0.0"," "," ","glycerophospholipid metabolism"," ","12431"," "," ","2","3.1.4.4"
"false","0.0","R_CHPT1"," ","M_dag12_c + M_cdpch_c --> M_cmp_c + M_dag3pi_c","false","0.0","1000.0","0.0","0.0"," "," ","glycerophospholipid metabolism"," ","33864"," "," ","2","2.7.8.2"
"false","0.0","R_EPT1"," ","M_dag12_c + M_cdpet_c --> M_pheth_c + M_cmp_c","false","0.0","1000.0","0.0","0.0"," "," ","glycerophospholipid metabolism"," ","33864"," "," ","2","2.7.8.1"
"false","0.0","R_EX_COOH"," ","M_cooh_p <==> ","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_PRPPS","ribose-phosphate diphosphinase","M_atp_c + M_r5p_c <==> M_amp_c + M_prpp_c","true","-1000.0","1000.0","0.0","0.0"," "," ","PRPP Synthesis, purine de novo synthesis"," ","4059, 32326, 9612"," "," ","2","2.7.6.1"
"false","0.0","R_5PRS","amidophosphoribosyltransferase","M_gln_c + M_prpp_c + M_h2o_c --> M_5pr_c + M_ppi_c + M_glu_c","false","0.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","50631"," "," ","2","2.4.2.14"
"false","0.0","R_GAR","GAR synthase","M_5pr_c + M_gly_c + M_atp_c --> M_adp_c + M_pi_c + M_gar_c","false","0.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","47067"," "," ","2","6.3.4.13"
"false","0.0","R_FTHFS"," ","M_fthf_c + M_aicar_c <==> M_faicar_c + M_thf_c","true","-1000.0","1000.0","0.0","0.0"," "," ","One carbon pool by folate"," ","23429"," "," ","2","2.1.2.3"
"false","0.0","R_MTHFS"," ","M_thf_c + M_ser_c <==> M_mthf_c + M_gly_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," ","Glycine, One carbon pool by folate"," ","18665, 8717"," "," ","2","2.1.2.1"
"false","0.0","R_MTD1"," ","M_mthf_c + M_nad_c --> M_510mthf_c + M_nadh_c","false","0.0","1000.0","0.0","0.0"," "," ","Folate"," ","4402"," "," ","2","1.5.1.15"
"false","0.0","R_510MTHF"," ","M_facid_c + M_atp_c + M_h_c <==> M_adp_c + M_pi_c + M_510mthf_c","true","-1000.0","1000.0","0.0","0.0"," "," ","Folate"," ","32823"," "," ","2","6.3.3.2"
"false","0.0","R_EX_DMS","dimethylsulfide","M_dms_c <==> ","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_DMSTHF"," ","M_dms_c + M_5mthf_c --> M_tmsm_c + M_thf_c","false","0.0","1000.0","0.0","0.0"," "," ","Folate"," "," "," "," ","1","2.1.1.19"
"false","0.0","R_EX_TMSM"," ","M_tmsm_c <==> ","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_FORM"," ","M_gtp_c + M_h2o_c --> M_form_c + M_dhntp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","21868"," "," ","2","3.5.4.16"
"false","0.0","R_GTPH"," ","M_gtp_c + M_h2o_c --> M_fnt_c","false","0.0","1000.0","0.0","0.0"," "," ","Folate"," "," "," "," ","2","3.5.4.16"
"false","0.0","R_DNTS"," ","M_fnt_c + M_h2o_c --> M_form_c + M_dnt_c","false","0.0","1000.0","0.0","0.0"," "," ","Folate"," "," "," "," ","2","3.5.4.16"
"false","0.0","R_DNTM"," ","M_dnt_c --> M_dao_c","false","0.0","1000.0","0.0","0.0"," "," ","Folate"," "," "," "," ","2","3.5.4.16"
"false","0.0","R_DAOS"," ","M_dao_c --> M_dhntp_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," ","Folate"," "," "," "," ","2","3.5.4.16"
"false","0.0","R_PHOA"," ","M_dhntp_c + 3 M_h2o_c --> 3 M_ppi_c + M_dhn_c","false","0.0","1000.0","0.0","0.0"," "," ","Folate"," ","39432, 45959, 48970"," "," ","2","3.1.3.1"
"false","0.0","R_DHNP"," ","M_dhntp_c + M_h2o_c --> M_dhnp_c + M_ppi_c + 2 M_h_c","false","0.0","0.0","0.0","0.0"," "," ","tetrahydrofolate biosynthesis"," "," "," "," ","1","3.6.1.-"
"false","0.0","R_DHN"," ","M_dhnp_c + M_h2o_c --> M_dhn_c + M_pi_c","false","0.0","0.0","0.0","0.0"," "," ","tetrahydrofolate biosynthesis"," "," "," "," ","1","3.6.1.-"
"false","0.0","R_FOL1"," ","M_dhn_c --> M_hmdh_c + M_gald_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","4.1.2.25"
"false","0.0","R_HPPK"," ","M_atp_c + M_hmdh_c --> M_amp_c + M_dhnpp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","12107"," "," ","2","2.7.6.3"
"false","0.0","R_PABAB"," ","M_chor_c + M_gln_c --> M_glu_c + M_adchor_c","false","0.0","1000.0","0.0","0.0"," "," ","tetrahydrofolate biosynthesis"," ","bd1682"," "," ","2","2.6.1.85"
"false","0.0","R_PABC"," ","M_adchor_c --> M_pyr_c + M_abee_c","false","0.0","1000.0","0.0","0.0"," "," ","tetrahydrofolate biosynthesis"," "," "," "," ","1","4.1.3.38"
"false","0.0","R_DHPS1"," ","M_hmdh_c + M_abee_c --> M_dht_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," ","tetrahydrofolate biosynthesis"," ","12107"," "," ","2","2.5.1.15"
"false","0.0","R_DHPS"," ","M_dhnpp_c + M_abee_c --> M_ppi_c + M_dht_c","false","0.0","1000.0","0.0","0.0"," "," ","tetrahydrofolate biosynthesis"," ","12107"," "," ","2","2.5.1.15"
"false","0.0","R_FPGS"," ","M_dht_c + M_atp_c + M_glu_c --> M_adp_c + M_pi_c + M_dhdf_c","false","0.0","1000.0","0.0","0.0"," "," ","tetrahydrofolate biosynthesis"," ","48414"," "," ","2","6.3.2.17, r02237."
"false","0.0","R_FTHFGL"," ","M_fthf_c + M_atp_c + M_glu_c --> M_adp_c + M_pi_c + M_fthfglu_c","false","0.0","1000.0","0.0","0.0"," "," ","tetrahydrofolate biosynthesis"," ","48414"," "," ","2","6.3.2.17, r01654."
"false","0.0","R_FORMOX","Formate oxidation","M_form_c + M_nad_c --> M_co2_c + M_nadh_c","false","0.0","1000.0","0.0","0.0"," "," ","Formate oxidation"," ","34800"," "," ","2","1.2.1.2"
"false","0.0","R_PYRFORM"," ","M_pyr_c + M_coa_c --> M_acca_c + M_form_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","2.3.1.54"
"false","0.0","R_FORMOXGL","formaldehyde oxidation II (glutathione-dependent)","M_sfglut_c + M_h2o_c --> M_form_c + M_glut_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","17427"," "," ","2","3.1.2.12"
"false","0.0","R_PTHT"," ","M_dhntp_c --> M_ptht_c + M_pppi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","50741"," "," ","2","4.2.3.12"
"false","0.0","R_PPPI"," ","M_h2o_c + M_pppi_c --> M_pi_c + M_ppi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","3.6.1.25"
"false","0.0","R_THBTSYN"," ","M_ptht_c + 2 M_nadph_c --> 2 M_nadp_c + M_thbt_c","false","0.0","1000.0","0.0","0.0"," "," ","tetrahydrobiopterin"," ","45294"," "," ","2","1.1.1.153"
"false","0.0","R_DHBPT"," ","M_hthbt_c --> M_dhbpt_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," ","phenylalanine degradation"," ","14356"," "," ","2","4.2.1.96"
"false","0.0","R_THBT"," ","M_nadh_c + M_h_c + M_dhbpt_c --> M_nad_c + M_thbt_c","false","0.0","1000.0","0.0","0.0"," "," ","phenylalanine degradation"," ","21181"," "," ","2","1.5.1.34"
"false","0.0","R_FTHFAH"," ","M_fthf_c + M_h2o_c --> M_thf_c + M_form_c + 3 M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","folate transformations"," ","12031"," "," ","2","3.5.1.10"
"false","0.0","R_MTHFDIL"," ","M_thf_c + M_form_c + M_atp_c <==> M_adp_c + M_pi_c + M_fthf_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","49229"," "," ","2","6.3.4.3"
"false","0.0","R_FOROX"," ","M_shglut_c --> M_for_c + M_glut_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","2","4.4.1.22, spontaneous"
"false","0.0","R_SFGLUT"," ","M_shglut_c + M_nadp_c --> M_sfglut_c + M_nadph_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","17427"," "," ","2","1.1.1.284"
"false","0.0","R_SFGLUT1"," ","M_shglut_c + M_nad_c --> M_sfglut_c + M_nadh_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","17427"," "," ","2","1.1.1.284"
"false","0.0","R_FOROX1"," ","M_for_c + M_thf_c + 2 M_h_c --> M_mthf_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","no EC number"
